Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Total Exp,Exp_in_Current_Role,Years_Since_Last_Promotion,Job_Satisfaction,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
6059,30,Male,Single,Finance,Analyst,3,44825,5,12,7,1,No,3,45,3,1,1,20,4,No
6060,29,Male,Married,HR,Analyst,3,105747,24,6,2,5,No,6,58,2,4,2,36,2,No
6061,44,Female,Single,HR,Analyst,5,62048,7,2,3,5,No,7,53,3,3,1,28,2,No
6062,56,Male,Divorced,Sales,Executive,5,50661,4,3,8,5,No,5,54,3,4,4,14,3,No
6063,57,Male,Married,HR,Analyst,2,53943,8,13,9,5,No,6,53,2,2,3,36,4,Yes
6064,43,Male,Divorced,Finance,Assistant,3,60941,11,9,8,4,No,7,42,3,2,2,17,2,No
6065,59,Male,Divorced,Marketing,Manager,4,61067,8,8,5,1,Yes,6,36,2,3,2,49,3,Yes
6066,52,Male,Single,Sales,Analyst,5,52091,4,3,3,3,Yes,4,49,2,3,1,22,3,No
6067,36,Female,Married,HR,Analyst,1,49601,11,7,7,4,No,9,58,1,4,4,18,2,No
6068,43,Female,Divorced,IT,Executive,1,52480,12,12,6,2,Yes,6,39,2,3,2,9,2,No
6069,56,Female,Single,Sales,Assistant,1,105230,28,14,5,4,Yes,7,59,2,4,3,49,4,No
6070,21,Female,Single,Finance,Manager,2,35294,2,4,5,4,No,4,35,2,4,4,42,1,No
6071,51,Male,Single,IT,Assistant,3,73276,15,14,8,4,No,3,49,1,1,1,10,1,No
6072,43,Female,Married,Finance,Analyst,3,73447,14,14,3,4,No,3,57,1,4,3,17,4,No
6073,28,Female,Married,IT,Assistant,5,97499,19,7,5,3,Yes,2,40,4,1,1,3,3,No
6074,23,Female,Single,Marketing,Manager,1,84273,21,5,1,5,No,7,32,1,2,1,45,4,No
6075,36,Female,Married,Finance,Analyst,2,72299,17,12,8,1,Yes,3,40,3,2,3,26,4,No
6076,36,Female,Single,IT,Assistant,4,83818,16,13,6,5,No,4,47,2,2,3,11,4,Yes
6077,49,Female,Married,Finance,Manager,3,46701,5,12,7,3,Yes,5,50,2,4,4,14,4,No
6078,59,Female,Married,Sales,Analyst,3,89994,20,2,1,3,No,1,55,4,1,1,13,4,No
6079,30,Female,Single,Finance,Analyst,2,90489,21,6,4,4,Yes,8,38,1,2,1,13,3,No
6080,40,Male,Single,Finance,Assistant,5,128727,28,1,8,4,No,1,30,3,2,2,33,1,Yes
6081,40,Female,Married,IT,Executive,2,112269,28,6,2,1,No,6,32,3,1,2,18,4,No
6082,37,Male,Single,Finance,Executive,5,40831,1,1,6,4,Yes,2,55,2,4,1,11,2,No
6083,48,Female,Single,Marketing,Manager,3,57721,10,3,4,1,Yes,2,55,2,1,1,45,3,No
6084,43,Female,Single,HR,Assistant,5,57532,7,11,5,3,No,9,43,3,3,4,2,2,Yes
6085,29,Female,Single,Sales,Manager,5,73429,10,10,4,1,Yes,3,32,3,2,3,30,2,No
6086,36,Male,Married,IT,Assistant,5,115253,25,7,5,1,Yes,2,52,4,2,4,16,4,No
6087,37,Male,Divorced,Finance,Manager,5,84996,16,14,8,2,No,1,38,4,1,1,25,3,No
6088,39,Female,Married,Finance,Manager,1,35311,5,2,6,4,Yes,3,40,1,1,1,35,3,No
6089,56,Male,Single,Finance,Assistant,1,72277,19,9,0,5,Yes,6,56,2,4,3,7,2,Yes
6090,37,Female,Single,Sales,Executive,1,93089,25,3,8,2,No,7,50,1,3,4,14,2,No
6091,36,Male,Married,HR,Manager,1,33523,6,3,1,2,Yes,9,42,1,3,3,17,4,No
6092,28,Male,Single,Marketing,Assistant,2,60275,12,14,3,2,Yes,2,40,4,1,2,32,1,Yes
6093,33,Male,Married,Marketing,Assistant,4,53365,6,7,3,5,No,2,32,3,2,4,23,2,No
6094,48,Female,Divorced,IT,Assistant,5,68122,10,1,4,5,Yes,1,31,3,4,3,11,1,No
6095,50,Male,Single,HR,Analyst,2,58167,10,5,9,2,Yes,7,58,1,4,3,8,2,No
6096,23,Male,Divorced,HR,Assistant,1,59190,13,10,3,3,No,3,50,1,3,1,36,3,Yes
6097,37,Female,Divorced,Sales,Assistant,5,96575,19,3,7,2,Yes,8,33,4,1,1,13,4,No
6098,39,Male,Single,Finance,Analyst,4,88727,17,1,8,1,No,4,32,2,4,1,38,4,No
6099,28,Female,Single,HR,Analyst,5,84797,16,7,1,1,No,4,35,3,3,2,3,1,No
6100,32,Female,Married,Finance,Executive,3,39131,4,10,8,5,Yes,8,33,4,4,2,17,1,No
6101,34,Male,Married,Sales,Assistant,3,92322,20,14,1,1,No,3,40,4,2,1,27,4,No
6102,46,Female,Single,IT,Manager,2,35500,3,7,2,4,Yes,3,35,2,4,4,41,1,No
6103,34,Male,Married,IT,Analyst,4,117815,29,9,5,4,Yes,6,43,2,2,3,19,1,Yes
6104,47,Male,Divorced,Finance,Analyst,2,109634,27,14,8,2,No,5,42,2,2,3,28,2,No
6105,56,Female,Divorced,Finance,Executive,5,56666,5,7,6,4,Yes,1,31,4,3,4,30,2,No
6106,38,Male,Single,HR,Executive,4,69142,13,13,7,4,No,5,35,3,1,3,41,1,No
6107,45,Male,Married,Sales,Executive,2,63410,14,14,1,2,No,4,40,2,4,3,2,4,Yes
6108,45,Female,Single,IT,Assistant,5,62534,9,4,8,4,No,5,44,3,2,2,13,3,No
6109,44,Female,Divorced,HR,Assistant,1,51908,9,3,5,3,No,2,32,1,4,4,17,3,No
6110,45,Male,Single,Marketing,Assistant,5,62364,8,6,2,4,Yes,3,32,2,1,3,18,4,No
6111,45,Female,Single,HR,Analyst,2,105032,28,6,1,5,No,2,33,2,1,4,34,4,No
6112,47,Female,Single,Finance,Executive,4,63342,10,2,1,3,Yes,5,49,3,4,3,11,3,No
6113,37,Female,Single,Marketing,Analyst,4,105602,22,7,9,2,No,7,48,2,3,2,49,2,No
6114,51,Female,Divorced,HR,Manager,1,108085,29,1,8,2,Yes,1,45,3,3,4,20,4,No
6115,22,Male,Single,Sales,Assistant,2,84500,20,9,3,3,Yes,5,39,3,3,2,31,3,No
6116,21,Male,Single,IT,Analyst,1,70172,18,2,7,2,No,8,30,4,1,2,39,4,No
6117,52,Female,Married,Marketing,Manager,3,70080,12,3,6,5,Yes,5,30,4,1,2,9,1,No
6118,38,Male,Single,Sales,Analyst,5,78517,13,6,4,1,Yes,2,37,1,2,3,29,1,No
6119,36,Female,Married,HR,Manager,3,81007,16,11,3,1,No,4,58,2,3,2,20,2,No
6120,52,Female,Single,Finance,Analyst,3,104641,26,7,5,2,No,8,41,3,4,3,8,2,No
6121,31,Male,Married,Finance,Analyst,1,24471,3,14,9,5,No,1,31,3,1,3,34,4,No
6122,22,Male,Single,Sales,Assistant,1,44940,9,1,7,2,Yes,5,34,3,3,1,43,1,No
6123,45,Male,Married,Finance,Analyst,5,91738,16,3,4,1,Yes,8,52,4,4,3,1,4,Yes
6124,54,Male,Single,IT,Analyst,1,70726,17,6,1,5,Yes,8,40,3,4,1,31,2,No
6125,27,Female,Single,Sales,Executive,1,70670,16,4,3,2,Yes,9,48,2,2,2,32,4,No
6126,55,Female,Married,Sales,Analyst,1,87723,23,5,0,4,No,7,58,3,4,4,1,3,No
6127,26,Male,Single,Finance,Assistant,1,45363,10,13,8,1,No,1,40,4,2,3,42,2,No
6128,55,Female,Single,Sales,Analyst,1,84309,22,12,5,1,No,6,37,4,3,1,34,2,No
6129,35,Male,Single,HR,Assistant,3,79545,18,3,6,5,Yes,7,47,3,4,3,28,3,No
6130,43,Male,Single,Marketing,Executive,3,91240,21,14,0,4,No,5,52,1,2,2,30,1,No
6131,20,Male,Divorced,Marketing,Assistant,5,47665,2,8,4,4,Yes,2,33,4,2,2,12,3,No
6132,44,Female,Single,Finance,Executive,4,73936,14,1,8,3,No,4,49,2,4,3,27,3,Yes
6133,29,Female,Divorced,IT,Executive,5,119154,25,11,0,1,No,5,42,1,4,2,10,2,Yes
6134,35,Male,Divorced,IT,Executive,2,35882,5,10,0,3,Yes,4,58,3,4,4,1,1,No
6135,35,Male,Single,Finance,Executive,5,56840,6,7,1,4,No,5,33,4,1,3,9,4,No
6136,27,Male,Married,Finance,Executive,5,101923,20,2,2,5,Yes,3,44,1,3,1,13,2,Yes
6137,48,Male,Married,Sales,Assistant,1,27062,1,8,5,2,Yes,7,38,4,2,2,36,1,No
6138,58,Female,Single,IT,Executive,1,64611,15,3,5,2,No,9,49,3,3,1,16,2,No
6139,47,Female,Divorced,Marketing,Executive,1,33057,3,4,9,1,No,3,33,1,2,2,24,3,No
6140,25,Male,Married,Finance,Executive,4,98204,21,2,9,4,No,8,58,4,1,3,47,2,No
6141,35,Male,Single,Marketing,Executive,1,79288,19,14,0,3,Yes,4,35,2,3,4,24,2,No
6142,39,Female,Single,Marketing,Executive,2,95203,24,5,2,5,Yes,5,40,4,1,3,6,1,No
6143,35,Male,Divorced,IT,Manager,3,81244,18,9,8,2,Yes,6,33,1,1,2,30,3,No
6144,26,Female,Married,Marketing,Analyst,2,104018,28,4,7,2,Yes,5,59,2,3,2,15,4,No
6145,33,Female,Single,Sales,Analyst,4,75641,15,7,8,2,Yes,7,50,3,4,2,9,3,No
6146,45,Male,Married,Sales,Executive,1,72083,18,8,7,3,Yes,2,33,3,4,1,18,4,No
6147,45,Female,Single,IT,Executive,5,43200,1,10,8,1,No,7,31,4,2,3,36,1,No
6148,33,Female,Single,Sales,Manager,3,117521,28,1,6,1,Yes,5,40,3,2,3,38,3,No
6149,26,Female,Single,Finance,Executive,4,72865,14,6,9,5,Yes,9,50,3,3,4,40,2,No
6150,52,Female,Divorced,IT,Manager,2,71773,17,5,8,3,No,7,55,3,2,1,34,1,No
6151,45,Male,Divorced,Marketing,Analyst,1,79732,20,10,2,1,No,7,31,3,2,2,8,4,No
6152,39,Female,Divorced,Finance,Assistant,4,57518,8,10,5,4,Yes,3,50,3,1,1,14,3,Yes
6153,22,Female,Married,IT,Analyst,4,108795,24,1,5,3,Yes,6,50,1,4,2,14,4,Yes
6154,23,Female,Divorced,Marketing,Assistant,5,65984,8,9,0,2,No,6,59,2,4,4,43,4,No
6155,45,Male,Divorced,Marketing,Assistant,5,118567,27,11,9,2,No,3,55,1,1,3,20,2,No
6156,30,Male,Married,Marketing,Assistant,5,87674,17,10,9,3,Yes,1,50,2,4,2,29,3,No
6157,21,Male,Married,Marketing,Executive,2,23739,1,7,6,3,No,4,39,4,3,1,45,2,No
6158,33,Female,Married,Marketing,Manager,5,57545,7,13,2,3,Yes,9,54,1,2,4,23,1,No
6159,49,Male,Married,IT,Assistant,4,108327,23,1,1,2,Yes,9,40,3,1,1,37,4,No
6160,31,Male,Divorced,Sales,Manager,4,113127,26,12,6,5,No,3,30,3,4,4,23,2,No
6161,45,Male,Divorced,Marketing,Analyst,4,78947,14,2,9,1,No,8,59,4,2,1,2,1,No
6162,52,Female,Married,Finance,Assistant,3,94620,21,4,3,3,No,3,55,3,1,2,37,1,No
6163,32,Male,Divorced,IT,Analyst,3,106065,24,10,6,1,Yes,3,43,3,1,2,13,1,Yes
6164,33,Male,Single,HR,Manager,2,42555,6,9,0,4,Yes,6,50,3,1,3,23,2,Yes
6165,43,Male,Divorced,Sales,Manager,5,91645,17,11,9,1,No,6,37,1,1,4,48,4,Yes
6166,53,Female,Single,Finance,Analyst,4,80943,14,2,7,1,No,2,41,1,4,4,38,4,No
6167,45,Female,Married,Marketing,Manager,5,63124,7,14,1,4,Yes,7,32,2,2,3,20,3,No
6168,40,Male,Married,IT,Analyst,4,84045,15,1,7,4,No,7,50,2,2,2,44,2,Yes
6169,47,Male,Divorced,IT,Manager,3,52732,8,1,7,3,No,3,34,4,1,4,45,2,No
6170,55,Male,Married,Marketing,Executive,4,116283,28,9,8,4,Yes,7,39,2,3,3,2,1,No
6171,59,Female,Divorced,Finance,Analyst,2,101521,24,12,3,4,No,7,47,1,3,1,36,4,Yes
6172,21,Female,Divorced,IT,Assistant,1,71669,16,1,0,2,No,9,37,1,3,4,17,3,No
6173,28,Male,Divorced,Sales,Assistant,4,66998,10,4,9,1,No,1,45,3,4,1,48,3,No
6174,42,Female,Divorced,Finance,Assistant,2,112413,29,5,7,5,No,3,32,2,2,3,9,1,No
6175,34,Male,Single,Marketing,Manager,3,53269,9,14,8,1,No,9,43,4,4,3,49,3,No
6176,32,Female,Single,Finance,Analyst,3,89868,19,6,8,5,No,1,31,4,3,2,42,3,Yes
6177,42,Male,Married,Finance,Manager,1,23603,2,6,5,4,No,2,40,3,4,3,38,3,No
6178,36,Female,Single,HR,Assistant,5,64961,8,3,7,2,Yes,6,36,4,3,2,13,3,No
6179,21,Male,Married,Marketing,Executive,5,77661,11,7,7,1,Yes,2,33,1,1,2,37,3,No
6180,39,Female,Married,Sales,Assistant,4,50569,4,14,4,1,Yes,2,57,1,1,1,35,2,No
6181,39,Male,Divorced,Marketing,Assistant,3,86557,18,8,3,5,No,5,35,1,2,4,49,3,No
6182,22,Male,Divorced,HR,Assistant,2,75680,18,1,9,3,Yes,8,37,1,4,3,9,3,No
6183,31,Male,Divorced,Marketing,Executive,1,29433,2,13,9,1,Yes,3,37,4,3,2,30,1,No
6184,59,Male,Divorced,Marketing,Executive,5,59111,5,9,1,4,Yes,4,57,1,2,4,5,2,Yes
6185,21,Female,Divorced,Sales,Analyst,4,77682,14,13,2,5,No,5,54,3,4,1,20,2,No
6186,55,Male,Divorced,HR,Executive,4,77084,13,6,2,1,No,2,49,4,4,3,36,4,No
6187,33,Female,Single,Marketing,Analyst,3,54367,8,1,5,3,Yes,2,32,1,1,1,29,3,No
6188,35,Female,Married,Marketing,Executive,2,95069,25,11,6,1,No,5,39,1,2,3,23,2,No
6189,38,Male,Married,IT,Analyst,2,56924,11,9,5,5,Yes,9,33,4,2,4,30,3,No
6190,53,Male,Divorced,Marketing,Assistant,5,107200,22,4,0,3,Yes,9,57,2,1,3,9,4,No
6191,25,Male,Single,Sales,Executive,4,56007,8,9,6,2,No,9,43,3,3,1,7,2,Yes
6192,32,Male,Divorced,IT,Manager,3,78992,15,10,8,1,No,8,59,2,3,2,11,3,No
6193,55,Female,Single,HR,Manager,2,46119,6,12,7,3,Yes,4,32,2,2,3,13,1,No
6194,41,Female,Single,Finance,Analyst,4,83779,17,5,4,4,Yes,7,58,1,1,1,49,4,Yes
6195,37,Female,Married,Sales,Executive,2,57920,11,6,3,5,No,4,42,4,1,1,26,1,No
6196,31,Female,Married,HR,Executive,1,90755,25,14,4,3,No,6,46,2,2,4,10,3,Yes
6197,49,Male,Single,IT,Manager,2,104495,26,9,2,5,Yes,6,57,2,3,2,21,3,No
6198,59,Female,Married,Finance,Executive,2,46935,7,14,8,2,No,5,48,4,1,1,17,3,No
6199,26,Male,Single,HR,Executive,4,45513,2,14,4,5,Yes,1,48,4,1,4,6,3,Yes
6200,51,Male,Single,Sales,Analyst,2,31330,3,6,6,2,No,6,39,3,1,2,18,3,No
6201,38,Female,Single,IT,Assistant,2,79705,18,1,6,1,Yes,2,56,4,4,3,8,4,No
6202,25,Female,Married,Sales,Manager,1,98301,25,1,0,1,Yes,8,40,1,3,2,27,3,No
6203,39,Female,Divorced,Sales,Assistant,2,93016,24,2,5,1,Yes,7,51,4,3,2,23,2,No
6204,46,Female,Married,IT,Executive,2,90347,21,11,3,4,Yes,3,44,4,2,4,36,2,Yes
6205,56,Female,Divorced,Marketing,Executive,4,98216,20,11,2,1,No,6,33,1,4,1,33,4,Yes
6206,26,Female,Married,Sales,Analyst,3,98938,23,12,2,4,Yes,3,48,4,3,3,46,4,Yes
6207,24,Male,Married,IT,Assistant,1,59838,14,12,5,4,Yes,1,59,3,3,1,49,3,No
6208,30,Male,Divorced,Sales,Assistant,2,47737,9,2,0,2,No,4,53,1,4,2,45,1,No
6209,34,Male,Single,Marketing,Analyst,3,55200,8,6,4,1,No,7,38,1,2,2,4,1,No
6210,22,Female,Divorced,IT,Assistant,4,110371,24,10,3,4,No,9,58,4,4,3,49,4,No
6211,24,Male,Single,HR,Analyst,1,96231,27,10,9,5,No,7,33,4,2,1,46,3,No
6212,42,Male,Single,HR,Analyst,4,85917,18,5,7,2,No,3,34,4,4,4,31,1,Yes
6213,56,Male,Married,HR,Executive,3,69534,12,14,8,1,No,2,57,2,3,3,38,4,Yes
6214,28,Male,Married,Finance,Executive,1,56918,12,14,7,4,Yes,4,34,1,4,1,10,3,No
6215,34,Male,Married,Sales,Executive,2,52623,10,7,6,4,Yes,2,35,3,4,3,11,4,No
6216,22,Male,Married,Sales,Analyst,3,60646,9,8,2,2,No,2,38,4,2,2,17,4,Yes
6217,48,Female,Married,IT,Executive,4,42401,2,10,7,2,Yes,5,53,2,2,4,17,4,No
6218,25,Female,Divorced,Finance,Manager,1,94072,24,10,0,2,No,2,42,3,3,2,12,1,No
6219,36,Female,Divorced,Sales,Manager,3,90276,21,10,3,1,No,1,50,3,3,4,2,2,Yes
6220,45,Male,Divorced,IT,Executive,3,65393,11,10,2,4,No,3,56,2,1,1,5,2,No
6221,40,Female,Divorced,Marketing,Analyst,4,104787,22,14,2,5,Yes,3,39,4,1,1,11,1,No
6222,27,Female,Married,Sales,Manager,4,63874,10,3,1,5,No,2,52,4,3,2,34,1,No
6223,40,Male,Divorced,Sales,Executive,2,99530,25,9,6,5,No,2,47,1,4,1,27,1,Yes
6224,30,Female,Divorced,Marketing,Manager,2,51164,8,1,9,2,Yes,7,35,1,3,4,6,1,No
6225,57,Male,Single,Marketing,Manager,3,44497,5,3,2,2,No,3,59,2,2,3,23,2,No
6226,27,Female,Married,Sales,Manager,4,103933,22,2,6,2,No,3,30,4,4,4,40,2,No
6227,43,Male,Divorced,Marketing,Assistant,3,42135,5,6,1,1,No,6,43,2,4,2,15,4,Yes
6228,54,Male,Divorced,IT,Manager,5,68727,9,13,2,4,No,2,39,1,1,3,27,4,Yes
6229,33,Female,Divorced,Sales,Executive,4,64565,11,13,2,5,Yes,3,30,1,2,3,27,3,No
6230,33,Male,Married,Sales,Manager,5,71308,12,12,6,4,Yes,8,46,1,1,2,17,4,No
6231,29,Female,Divorced,HR,Executive,5,58534,5,1,9,5,No,8,59,3,1,4,7,4,No
6232,31,Male,Single,Sales,Manager,4,56627,6,8,3,4,Yes,3,47,4,2,2,6,4,Yes
6233,57,Female,Married,HR,Manager,2,31368,1,12,9,2,No,6,59,2,4,2,35,4,No
6234,53,Female,Single,Marketing,Assistant,3,73138,16,10,6,1,Yes,8,50,4,4,3,36,4,No
6235,29,Male,Married,Marketing,Manager,1,87193,24,12,2,5,Yes,6,58,4,1,4,38,4,No
6236,36,Female,Divorced,IT,Executive,1,60257,14,10,9,3,No,2,42,2,4,1,17,4,No
6237,36,Female,Married,HR,Assistant,4,105235,24,12,8,5,Yes,7,42,2,2,4,28,4,No
6238,22,Female,Married,Sales,Assistant,2,62942,14,3,1,1,No,6,47,1,3,3,1,2,Yes
6239,50,Male,Married,HR,Manager,2,96620,24,6,2,4,No,6,35,3,2,1,21,2,Yes
6240,20,Male,Single,Marketing,Manager,2,64720,13,2,5,5,Yes,9,30,4,2,3,36,2,No
6241,31,Female,Married,Marketing,Analyst,1,57353,12,5,5,4,No,3,57,1,1,1,31,3,No
6242,58,Female,Divorced,IT,Manager,5,108957,23,2,5,2,No,1,45,1,3,1,22,3,No
6243,23,Male,Married,Marketing,Analyst,1,45145,7,7,9,1,No,4,38,4,4,2,40,4,No
6244,32,Male,Married,HR,Executive,2,47494,6,5,7,1,Yes,1,53,2,3,2,41,4,No
6245,53,Female,Divorced,Sales,Manager,1,87381,23,8,7,5,Yes,5,38,3,4,2,10,2,No
6246,40,Male,Divorced,Sales,Manager,1,47839,9,6,5,4,No,6,57,2,1,4,28,1,No
6247,41,Male,Single,HR,Analyst,3,90880,21,13,7,3,Yes,8,56,3,2,1,27,3,Yes
6248,23,Female,Divorced,IT,Analyst,4,82887,16,8,0,4,Yes,3,40,2,3,1,13,2,No
6249,37,Male,Divorced,Sales,Assistant,5,62545,9,12,6,4,Yes,3,58,4,4,4,1,2,No
6250,24,Male,Divorced,HR,Assistant,3,68927,14,9,2,4,No,3,37,4,4,2,43,1,Yes
6251,38,Male,Married,HR,Manager,4,61152,9,7,2,4,No,4,35,1,4,4,22,1,No
6252,21,Female,Single,Marketing,Executive,2,32004,4,1,8,4,Yes,3,39,4,3,3,23,4,No
6253,31,Male,Divorced,Marketing,Assistant,3,57533,9,9,0,5,Yes,9,32,4,3,1,34,4,No
6254,36,Female,Divorced,IT,Assistant,4,63554,8,13,8,5,No,8,52,3,4,1,11,2,No
6255,29,Male,Divorced,IT,Assistant,3,72378,14,9,4,3,No,9,36,4,1,4,22,1,No
6256,53,Male,Married,IT,Analyst,1,102233,27,10,8,1,No,6,41,4,3,2,49,4,No
6257,25,Female,Married,HR,Manager,1,32663,5,2,0,1,No,6,36,3,1,1,5,1,No
6258,27,Female,Single,HR,Analyst,3,82465,16,14,5,3,Yes,4,36,2,3,2,10,2,No
6259,30,Female,Single,Marketing,Executive,3,58326,10,2,0,4,Yes,6,32,4,3,2,9,2,Yes
6260,31,Female,Married,Sales,Analyst,5,119659,27,7,0,2,Yes,9,37,3,3,1,17,3,No
6261,28,Male,Divorced,IT,Manager,2,30131,3,14,4,5,Yes,5,55,3,2,3,16,2,No
6262,21,Female,Divorced,Finance,Analyst,1,46763,9,5,4,3,No,6,56,1,2,2,10,3,No
6263,27,Female,Single,IT,Executive,3,40737,3,5,0,1,No,6,45,2,3,4,21,1,No
6264,30,Female,Divorced,Marketing,Manager,4,92092,19,1,1,4,Yes,8,35,2,2,2,2,3,No
6265,55,Male,Married,HR,Manager,2,83022,19,6,2,4,Yes,9,30,4,1,4,47,3,No
6266,29,Male,Single,Marketing,Manager,4,36159,1,8,2,4,No,9,30,4,1,1,36,3,No
6267,40,Female,Married,Marketing,Manager,2,92159,22,4,6,2,No,5,46,3,4,2,33,4,No
6268,39,Female,Married,Marketing,Executive,4,94318,19,13,1,3,No,1,38,4,4,3,9,2,No
6269,27,Female,Divorced,Finance,Manager,1,101445,26,3,2,5,No,4,38,2,3,3,17,2,No
6270,55,Female,Married,Finance,Executive,3,75307,15,10,0,5,Yes,5,53,3,2,1,33,2,No
6271,48,Male,Married,IT,Executive,3,90520,19,10,0,5,Yes,6,53,4,4,1,12,4,No
6272,31,Female,Divorced,HR,Analyst,5,113044,25,1,0,4,Yes,4,34,2,4,3,13,4,No
6273,33,Male,Married,Marketing,Analyst,3,55612,7,4,0,1,No,4,50,1,2,1,46,3,No
6274,40,Female,Divorced,Sales,Manager,1,92636,24,2,3,4,No,9,50,1,3,1,45,2,Yes
6275,41,Female,Married,IT,Assistant,2,25892,1,5,0,4,No,5,57,4,2,2,1,4,No
6276,40,Male,Divorced,IT,Assistant,2,97288,24,12,3,2,Yes,1,35,2,1,3,40,2,No
6277,49,Female,Divorced,Marketing,Manager,3,78812,16,10,5,4,No,7,33,4,2,4,44,3,No
6278,58,Female,Single,IT,Executive,4,54654,8,1,2,4,Yes,9,34,1,4,3,22,1,No
6279,39,Female,Married,Marketing,Analyst,3,66481,12,9,2,2,No,8,37,3,4,3,10,1,Yes
6280,43,Female,Married,IT,Manager,2,104759,28,9,4,4,No,9,32,1,3,4,48,2,No
6281,42,Male,Single,HR,Manager,5,113782,24,5,9,3,No,4,31,3,3,3,38,3,No
6282,26,Female,Divorced,IT,Executive,2,39798,6,1,1,3,Yes,6,53,1,1,1,49,3,Yes
6283,28,Female,Divorced,IT,Analyst,4,65159,10,3,3,3,Yes,1,38,1,2,1,40,4,No
6284,20,Male,Single,Sales,Assistant,4,80446,14,7,0,2,Yes,6,51,4,4,3,44,4,No
6285,45,Female,Single,HR,Assistant,5,55262,5,5,9,5,Yes,8,51,2,4,1,32,3,No
6286,57,Male,Divorced,HR,Manager,4,45823,4,11,8,3,Yes,7,32,4,2,4,13,4,Yes
6287,57,Female,Divorced,HR,Manager,3,107876,27,9,2,1,No,1,50,3,4,4,1,3,Yes
6288,41,Female,Single,IT,Manager,3,106154,25,4,7,1,No,4,39,3,3,1,46,3,No
6289,29,Female,Married,Finance,Manager,2,96787,23,5,3,4,No,2,50,2,3,1,24,1,No
6290,25,Male,Divorced,IT,Manager,1,103516,28,3,5,5,No,4,58,2,3,1,36,1,No
6291,36,Male,Single,Marketing,Assistant,3,70734,14,8,9,4,Yes,8,52,1,2,4,22,2,No
6292,57,Female,Married,Sales,Manager,3,85436,17,13,3,3,Yes,3,51,3,4,2,42,2,No
6293,43,Male,Married,HR,Analyst,5,121972,27,3,3,1,No,2,45,1,2,4,12,2,No
6294,29,Female,Married,Marketing,Executive,3,34639,1,6,5,2,Yes,3,43,4,2,1,18,1,No
6295,27,Male,Married,Marketing,Assistant,2,76356,17,7,7,5,Yes,9,35,3,1,4,21,4,Yes
6296,40,Female,Single,Finance,Executive,5,101380,20,13,8,4,Yes,2,49,4,4,4,30,3,No
6297,25,Male,Divorced,HR,Executive,3,53008,9,2,1,1,Yes,1,51,2,4,1,4,4,No
6298,40,Female,Married,IT,Manager,2,72314,16,7,5,3,No,3,45,2,1,4,3,4,No
6299,58,Male,Married,HR,Executive,5,53702,3,3,0,3,No,5,48,4,1,3,2,3,No
6300,43,Male,Single,Sales,Analyst,1,47508,10,3,6,5,Yes,9,38,2,1,2,4,2,No
6301,52,Male,Married,HR,Manager,2,75758,17,5,9,4,Yes,5,52,2,3,2,4,1,No
6302,37,Male,Single,Marketing,Assistant,3,75682,16,4,2,3,No,5,40,4,3,3,8,1,Yes
6303,47,Female,Single,Marketing,Analyst,5,45311,1,10,8,1,No,2,57,3,2,1,10,3,No
6304,51,Female,Divorced,IT,Assistant,1,72989,19,7,5,4,Yes,9,59,4,3,4,29,2,No
6305,31,Male,Married,IT,Manager,2,115446,29,3,8,1,Yes,9,34,4,3,3,33,4,No
6306,46,Female,Divorced,IT,Manager,1,64711,15,9,5,3,No,4,45,2,1,1,30,2,No
6307,29,Male,Single,Sales,Assistant,2,107479,27,1,3,1,No,8,33,3,3,2,22,2,No
6308,51,Female,Married,HR,Executive,3,52964,7,14,5,3,No,7,36,2,2,1,28,3,No
6309,45,Male,Single,Finance,Assistant,2,52075,8,13,0,2,No,1,51,1,4,4,29,2,No
6310,44,Female,Single,HR,Analyst,3,41452,4,12,9,4,Yes,5,42,4,3,2,48,3,Yes
6311,30,Female,Single,IT,Executive,2,64447,12,2,7,1,No,1,44,2,2,2,37,4,No
6312,42,Male,Married,Sales,Manager,5,42007,2,11,9,4,No,9,33,3,3,1,44,4,No
6313,53,Male,Single,HR,Analyst,2,47496,7,9,7,1,No,6,32,4,4,4,13,3,Yes
6314,59,Male,Single,Marketing,Analyst,2,104947,25,11,2,3,No,3,54,1,1,1,6,4,No
6315,42,Male,Married,HR,Manager,4,115688,26,8,4,3,No,6,47,4,4,2,29,2,Yes
6316,48,Male,Divorced,Marketing,Executive,4,51908,6,7,4,2,Yes,6,34,1,3,4,15,1,No
6317,50,Female,Single,HR,Manager,2,28803,2,9,2,1,Yes,1,53,1,1,4,3,1,No
6318,26,Male,Divorced,HR,Analyst,4,109379,25,5,5,2,No,9,58,4,4,4,3,4,No
6319,59,Female,Divorced,HR,Analyst,3,46098,7,13,8,1,Yes,4,42,2,1,4,10,4,No
6320,52,Male,Divorced,IT,Analyst,4,113388,25,3,2,2,No,3,30,3,3,1,47,3,No
6321,40,Female,Divorced,Marketing,Manager,2,101877,27,13,8,4,Yes,4,49,1,2,4,32,3,No
6322,21,Female,Divorced,Sales,Assistant,1,22868,2,2,7,3,Yes,2,48,4,1,2,2,2,Yes
